00014E71,"麥克邁納斯: 成功了！碉堡淨空！"
515626E7,"AWACS"
51586EDF,"紹沙輕機槍（望遠瞄具）"
5159CA62,"唐森: 他們在組織反擊了。"
515F942E,"唐森: 快一點，芬奇，我們需要前進！"
515F942F,"唐森: 快一點，芬奇！"
515F9430,"唐森: 狀況如何，芬奇？"
515F9431,"唐森: 快點，芬奇，快行動。"
515F9432,"唐森: 芬奇，快把貝絲修好！"
515F9433,"唐森: 芬奇，回想起你受過的訓練！"
515F9434,"唐森: 芬奇，你需要愛德華過去幫忙嗎？"
515F9435,"唐森: 芬奇，就是現在！"
515F9436,"唐森: 芬奇！！"
5165BD7B,"有人爭論鬥英國鬥牛犬左輪手槍（British Bulldog Revolver）才是真正的「西部霸王槍」，這款槍身堅固的袖珍左輪手槍在 19 世紀末期是炙手可熱的搶手武器。  英國鬥牛犬左輪手槍在 1868 年於英格蘭被設計出來，不久後便在比利時、西班牙、法國、巴基斯坦與美國等地被用各種合法與不合法的方式複製出來，並且在一次大戰期間持續生產。鬥牛犬是短管的雙動式左輪手槍，有著短握把以及外擺式退殼桿，原本是用來便於攜帶在外套口袋中。據說美國陸軍將領喬治·阿姆斯壯·卡斯特（George Armstrong Custer）在小大角戰役中所使用的就是英國鬥牛犬左輪手槍。"
5167DD07,"英國鬥牛犬左輪手槍"
5168CC01,"唐森: 打中了！繼續保持！"
5168DCFA,"設為「否」，則在遊戲實景瞄準敵人時便不會顯示敵人名牌。"
516AA73B,"進行 100 次急救"
516B015D,"麥克邁納斯: 德軍砲彈！"
516B9B7D,"自從首台坦克在 1916 年的索姆河戰役中發生故障後，德國工程師便開始仔細檢驗對手的嶄新戰爭機械，而在 1917 年的康布雷戰役後，德軍俘獲了大批故障但僅遭到輕微損傷的英軍 Mark IV 坦克，而他們打算用這些坦克來對付他們先前的主人。  這些「Beute-Mark IV」就此被拖至德軍戰線後方的汽車工作坊中，在那裡工程師們將坦克的火砲改為德國口徑，有時甚至將「女性」版本坦克中的機槍改為 13mm 反坦克步槍。"
516BD8A3,"威爾森: 我從來沒想過，一點都沒想過威爾森居然還會活著。"
516DBB09,"一次大戰中德軍坦克的修復工作"
5170725F,"76mm 定時引信榴彈"
51725A8D,"CHOIR"
517B51F0,"繼續設定您的伺服器…"
517DB5DF,"愛德華: 快向那棟民房射擊！"
517DD952,"代表安哥拉的狗牌"
5180909F,"火砲據點"
5180E93B,"LEAD ANIMATORS"
51834354,"安哥拉"
51845D4C,"你才殺不死我呢！"
51878896,"M1897 霰彈槍"
518CDC23,"比查特: 不只是新來的，我們的鞋子呢？"
518E8C8A,"最高"
518F19A7,"子彈行經長距離將因重力而下降。在你的狙擊步槍或精確射手步槍上設定基準點，以彌補選定距離對彈道曲線的影響。"
5192F9EF,"EA QA"
5198F8FA,"GL ACCOUNTANT"
519A52AC,"倉庫"
519AB293,"高級戰鬥包"
519EBA39,"影像"
51A17DDA,"以前 5 的排名完成一回合"
51A21978,"語音"
51A89F21,"勞倫斯: 但有時候正面突擊會是個更好的選擇。"
51AECB50,"使用禁玩名單"
51BDE188,"奧匈帝國與義大利王國在 1918 年為他們之間的激戰寫下最終章。雙方的大戰在山巒、河川以及蜿蜒的海岸線上展開，在無盡的堡壘以及戰壕中廝殺，無論在山頂還是在海上都能看見連綿砲火。與西線戰場相似，戰火延燒至整個北義大利，曾經屬於義大利的領土如今卻落入奧匈帝國手中。義大利已經準備好在這場最後一戰中奪回他們的家園與榮耀。"
51C12583,"取得查理曼大帝十字架時的獎勵。"
51C2465B,"小落敗"
51C68F85,"查理曼大帝十字架正面"
51C982C0,"步槍煙霧手榴彈"
51CA8664," SENIOR COMMUNICATIONS MANAGER GSA"
51CCD18C,"布萊克本: 太棒啦！"
51D2E0AA,"EA CAPTURE STUDIO FACEFORWARD STRIKE FORCE"
51D45B95,"完成 6 個條件中的 5 個來獲得獎勵"
51D7379A,"攻擊敵軍戰鬥機"
51D9C597,"治癒之手（老鳥）"
51DD5320,"後處理品質和特效細節。"
51DE01D7,"唐森: 我們受到損傷！"
51DFEDE5,"新增地圖循環"
51E88896,"劉將軍（衝鋒）小任務"
51E95450,"我們看見了鄂圖曼軍隊了，各位。"
51E95451,"他們在前方的松蘇茲遺跡中堅守陣地。我們必須奪下這個陣地，並將他們逼入沙姆峽谷中。"
51E95452,"之後我們必須在那裡擊潰他們，讓他們撤退回馬札爾的前哨站。"
51E95453,"我們攻佔整個地區的機會來了！"
51ECD0A5,"用海軍彎刀進行 10 次擊殺"
51ED2CA3,"{0:s} 防守 {1:d} 個區域"
51F19D82,"M1909 貝內特·梅西耶機槍（望遠瞄具）"
51F36442,"無上限"
51F37ACA,"阿奇巴巴"
51F56327,".44麥格農武器戰鬥包內含四個項目。每一包會給你幾個.44麥格農解鎖，直到你解鎖了全部。"
51FDC2D0,"難度"
52029463," REF CAM OP"
5203B7B3,"KIRIL"
5209B2EE,"唐森: 目前為止都沒問題。希望我們能一路幸運到最後，小子。"
520E1026,"注意！注意！小手川普又偷懶睡覺不去巡邏了！"
520E102A,"注意！注意！小手川普又偷懶睡覺不去巡邏了！"
521355C1," LEADS"
52136EDD,"LEGAL"
5215F85D,"高爆迫擊砲"
5215FA57,"燃燒彈迫擊砲"
521E112A,"奪旗然後攻擊電報站"
52212AB0,"ADDITIONAL GAMEPLAY DESIGNER"
52242797," PAYROLL SPECIALLIST"
5227D41F,"M1917 機槍"
5227EDBB,"代表尼加拉瓜的狗牌"
522801BD," MIXER"
5228DDCC,"計算機"
522B8405,"Gewehr M.95（神射手）"
522C565A,"1903 HAMMERLESS"
522D57BD,"尼加拉瓜"
522E8179,"MUSIC"
522E93F2,"無任務"
5232FE68,"摧毀所有敵軍戰機"
523A07E4,"單人模式專屬狗牌"
523F71E6,"指定駕駛狗牌"
52435138,"爆破"
5252444D,"進入船中"
525319FD,"進入列車車廂中"
525326AF,"威爾森: 別靠太近，上面有砲手！"
525604B2,"炸彈在敵人手上！"
52565698,"熱狗牌"
5258BB0E,"M1903（狙擊手）"
525B4988,"《Battlefield 1》中最棒的內容"
525B5D4D,"已損毀突擊裝甲車"
525E1980,"PILOT"
525EB33C,"麥克邁納斯: 掃蕩突破口！"
52648161," STUDIO DIRECTOR OF PRODUCT DEVELOPMENT"
5264AE81," PULSE"
526A1B69,"雖然好玩但是對於兩三個只想要輕鬆玩玩的小孩而言實在太過複雜了。你知道 H.G. 威爾斯嗎？"
526B418A,"魯瓦埃爾醫院"
526D9044,"損毀 10 個機翼"
52734C41,"麥克邁納斯: 鎖定目標！"
52739667,"Maschinenpistole M1912/P.16（實驗）"
527A93C2,"用 Repetierpistole M1912 手槍進行 20 次擊殺"
527CC688,"拓荒者"
5282AFAE,"士兵名稱透明度"
52878AB3,"在所有《正面交鋒》地圖上進行槍神模式。"
5295894B,"在《誓死堅守》每張地圖都獲得 1 次勝利的獎勵。"
529A7859,"STORY"
529AF34D,"《誓死堅守》正面"
52A02CEA,"麥克邁納斯: 燒死你們這些王八蛋！"
52A590B6,"購買高級內容"
52A90709,"鄂圖曼帝國於 1914 年 10 月 29 日加入一次大戰後不久，大英帝國隨即派遣英國印度聯軍登陸波斯灣並攻下法歐堡，藉此鞏固英國在當地的油田與設施。於 11 月 8 日佔領法歐堡後，英國軍隊便沿著底格里斯河進軍，快速掃平沿岸的少量土耳其軍，到了 9 月底他們便拿下了庫特這個位於巴格達南部 193 公里的城鎮。  對鄂圖曼帝國的連戰連勝無疑鼓舞了協約國軍隊，他們在 1915 年 2 月 19 日於達達尼爾海峽發起海軍攻勢，希冀能一舉殺進鄂圖曼帝國的首都君士坦丁堡。然而鄂圖曼軍隊也部下了重重水雷與岸防砲，協約國的船艦損失慘重，因此他們在 4 月 25 日派遣軍隊登陸加里波利，希望能先行為船艦打開一條安全的道路。結果在鄂圖曼軍悍不畏死的防禦之下，原本應該手到擒來的加里波利戰役硬是變成了長達 8 個月的膠著戰，迫使協約國不得不在 1916 年 1 月撤出加里波利半島。  在美索不達米亞方面，英軍原本估計能輕鬆拿下巴格達，但卻在 1915 年 11 月底大敗於泰西封，並且撤退回庫特。鄂圖曼軍隊隨即包圍了庫特並展開攻城，數次突圍未果後，英軍終於在 1916 年 4 月 29 日投降。在加里波利戰役之後，這是大英帝國第二次慘敗於鄂圖曼帝國手上。  英軍於是轉為增加在埃及派駐的兵力，並借助在漢志的阿拉伯起義局勢，於 1916 年將鄂圖曼軍從蘇伊士運河趕進西奈沙漠。英軍於 1917 年 11 月初攻進了加薩，並於 12 月佔領耶路薩冷。與此同時，英軍再次派遣援軍前往美索不達米亞，繼續沿著底格里斯河推進，這次他們勢如破竹，在 1917 年 2 月重新佔領了庫特，並於 3 月攻佔巴格達。這時主控權顯然再次回到了英軍手上，他們在接下來的戰事中持續推進鄂圖曼帝國的中心，然後在 1918 年控制巴勒斯坦與美索不達米亞。  1918 年 10 月 30 日，鄂圖曼帝國同意簽署停戰協定，在酷熱、飢渴與疾病肆虐的糟糕環境下鏖戰四年之後，中東的戰局終於畫下句點。鄂圖曼帝國的國土隨即被英法兩國瓜分，為此區域種下現今仍爭論不休的事端。"
52A9D229,"TOOLS"
52AADA12,"唐森: 前面的山脊上有一個碉堡。看起來也有很好的防守工事。那些野戰砲可以快速滅掉我們。你必須進入並清除那些野戰砲，我們會跟上來完成結束一切。"
52AB2695,"鮮血沙場"
52AC8069,"比查特: 喂，閉嘴。別擋著人做生意。"
52B5CB47,"用 SMLE MKIII 擊殺 100 人的獎勵。"
52BB3549,"SMLE MKIII 背面"
52BD7FEF,"已賺取戰爭債券"
52C6B160,"唐森: 愛德華！帶我們到下一個山嶺上。我們要把戰線推進到那個陣地裡。"
52CBA37D,"唐森: 再給他們來一發！"
52CED2B2,"VP EP"
52CED2F1,"VP GM"
52D0BB17,"代表土耳其的狗牌"
52D62519,"土耳其"
52D720BB,"比查特: 天空有德國佬！只是個屍體，不用擔心。"
52D87B9B,"用攻擊機進行 15 次擊殺"
52DA402C,"無刺刀"
52DDEE25,"[{0:~}]"
52E06FDC," ADVANCED ANALYSTS"
52E66C8E,"盧卡: 但我仍不放棄尋找馬提歐。"
52ED9C02,"比查特: 真他媽的打得好啊！"
52F1134F,"空降補給"
52F132BF,"SUBMISSION ANALYST"
52F29F39,"威爾森: 戰機墜落！"
52F9BDC7,"櫸樹"
52F9EE27,"USAS-12武器戰鬥包內含四個項目。每一包會給你幾個USAS-12專用附掛，直到你解鎖了全部。"
530CD624,"20MM火神砲"
530D44A3,"離線"
530E3523,"神射手配置"
530EB901,"M1909 貝內特·梅西耶機槍（瞄準鏡）"
530F47A8,"唐森: 德軍來襲！自己小心！"
531297B9,"城堡陣地"
531AD829,"愛德華: 德國佬在這區域中部署了反坦克武器。"
532730A9,"唐森: 他完蛋了！"
53295F0D,"唐森: 留心那座教堂裡的機槍！"
532CD30D,"找到加里森艦長"
5337F255,"唐森: 直接命中！"
533D739D,"敵軍已設置炸彈！"
533F22A1,"威爾森: 只能說有人得給他點顏色瞧瞧！"
534174B5,"使用殲-20擊殺500人"
5341D853,"他們來了！"
5341EFEC,"火焰噴射器空投"
5341EFED,"重型護甲空投"
5341EFEE,"反坦克武器空投"
534255DE,"威爾森: 想點辦法，他們要把我們擊落了！"
53430BF4,"在《戰地風雲 5》之路的啟示錄關卡獎勵"
5346DEB7,"殲-20大師狗牌"
534875F6,"先驅"
534A1F67,"設定伺服器 1/2"
5351F5AC,"傾身窺視靈敏度"
5355FBD1,"唐森: 手榴彈來襲！"
535A14CA,"麥克邁納斯: 想點辦法，不然就回來這裡！"
536A0B38,"儘管有 600 年歷史的鄂圖曼帝國領土十分遼闊，從巴爾幹半島延伸至波斯灣，但這個帝國正在衰頹中，在一次大戰前便輸了許多與義大利及巴爾幹同盟的戰爭。然而，國內青年土耳其黨的運動以及君主立憲政府的建立，為鄂圖曼帝國鋪下了現代化的道路，其中就包括軍事上的現代化，這讓鄂圖曼帝國在一次大戰間成為令人懼怕的對手。  國防部長恩維爾·帕夏，是鄂圖曼帝國戰時的三巨頭之一，他時刻夢想建造一個現代土耳其國家，無須再尋求阿拉伯世界的指引，能夠走出自己的路。他的夢想終有一天會達成，但他卻無法活著看見了。"
536C2AC4,"鄂圖曼帝國"
536F9C17,"佔領目標"
536FCEAB,"勞倫斯: ─我們必須向它發送三份加密訊息，讓它停下待命。"
53718519,"唐森: 耶！"
53731657,"勞倫斯: 看到某樣事物跟實際拿到可是有天壤之別。"
537363BD,"{0:d} 位玩家"
5388E47C,"{0:~}附掛"
538CDFB2,"芬奇: 我們尚未成功呢！加把勁！"
538ECB6E,"提示系統"
538EE4F1,"布萊克本: 威爾森，那可憐的傢伙，沒有成功逃脫。但是那是他運氣不好。"
538EE4F2,"布萊克本: 我還有更急迫的問題得處理。"
538F1537,"ACW-R勤務之星"
538F3239,"AK-12勤務之星"
538F3EFC,"AMR2勤務之星"
538FB738,"麥克邁納斯: 我就說吧！？那菜鳥就是個掃把星！"
53908B93,"CZ-75勤務之星"
5391FD6A,"FN57勤務之星"
5392100A,"M67手榴彈勤務之星"
5392171D,"G36C勤務之星"
53922F06,"FY-JS勤務之星"
5392E355,"雄鷹12G霰彈槍勤務之星"
539387C7,"SA-18針式飛彈勤務之星"
5393DD20,"選擇漢娜"
53955871,"M136 CS勤務之星"
53955CD6,"M249勤務之星"
53955E9E,"LSAT勤務之星"
539560CC,"M320高爆勤務之星"
539564F2,"M416勤務之星"
539566FD,"M4A勤務之星"
53957B2A,"M98B勤務之星"
5395C217,"V40 MINI勤務之星"
539701B4,"P226勤務之星"
53975327,"PDW-R防衛槍勤務之星"
53989CCA,"RPG-7V2勤務之星"
53991777,"M2地雷勤務之星"
53991BC2,"MK153肩射多用途攻擊武器勤務之星"
53993107,"FGM-172 SRAW勤務之星"
539940E4,"SV-98勤務之星"
5399BB10,"U-100 MK5勤務之星"
539A3655,"UMP-9勤務之星"
539A8CB3,"中校V"
539BD796,"XM25勤務之星"
539FC2AE,"威爾森: 我就跟在你後頭！"
53A99BAB,"我祖父是個軍官。他有時會排好軍棋跟我們一起玩。"
53ACE9F7,"邀請"
53B1E355,"唐森: 來吧！回到駕駛座上，駕駛！"
53B44D00,"幫美國瓦爾基麗號擺脫敵軍。"
53B67350,"左/右 視點"
53B87131,"從外面修復坦克的效果最好，但這同時也是最危險的修復方式。留意你的四周。"
53BDB405,"澤布呂赫突襲"
53BEF2BE,"阿爾比恩行動"
53BFCFDC,"進行 400 次治療"
53C11222,"歡呼"
53C7517C,"芬奇: 這一個算比查特的！"
53D03CEE,"麥克邁納斯: 你別想幹掉麥克邁納斯！"
53D301F3,"代表安圭拉的狗牌"
53D4A3B2,"勞倫斯: 有時候，在廣闊沙漠中隻身行走，會讓寂寥感油然而生─有時候，不對的人們聚在一起，也會讓寂寥感油然而生。"
53D86BF5,"安圭拉"
53F19567,"NARRATIVE PRODUCER"
53F5AF84,"唐森: 愛德華！快找掩蔽，有更多敵軍過來了！"
53F6A67B,"以醫護兵身分用燃燒手榴彈進行 40 次擊殺"
53F8BE6C,"焦距"
53FD860D,"愛德華: 他們要衝上坦克了！"
53FE5A93,"進攻方"
54079AA4,"抵達機場"
5407E5F9,"以法國突擊兵兵種進行 25 次擊殺"
540BA6B4," GLOBAL ENGAGEMENT AND ACQUSITION"
540C73F6,"麥克邁納斯: 快點，愛德華，想點辦法！"
54164E24,"取得統領之星時的獎勵。"
541BB826,"統領之星正面"
54202B12,"音量減小"
5424BD0E,"提示覆蓋文字"
54259E9E,"指揮官勤務之星"
5425C4CC,"Edwards: The unmanned tanks! Go for the bloody unmanned ones!VVVVV"
5425D9B5,"進行醫護兵種專屬任務。"
5428DC29,"比查特: 野戰砲要開火了！"
54298436,"完成 6 個條件中的 5 個以獲得獎勵，並開始老鳥小任務"
542A966F,"生命誠可貴；千萬別浪費（每次死亡損失回合得分 200 分）"
542B43B7,"希波克拉底勳章"
542C4A81,"頭戴式耳機"
542EBEB4,"布萊克本: 不、不、不、不要！"
542EEE38,"鷹眼（基本）"
54307751,"繼續前進，駕駛員！"
5432729C,"]"
5435984D,"鋼鐵"
543AB581,"DICE LEAD AI SOFTWARE ENGINEER"
543B8B85,"「誠摯希望你能檢視自己的內心深處。回想起那些甜蜜……」不，天啊真是太爛了……"
543B8B86,"唉，也許就寫……「如果這是你所要的，安妮卡，那就永別了。希望這場戰爭能殺了我，讓你不用再為難。」"
543B8B87,"「或者可能不會殺了我。無論如何，你再也不會聽到我的消息了……」"
54420F13,"唐森: 油門催滿，突破！"
54420F14,"唐森: 又是更多該死的泥巴！"
54490ACB,"比查特: 算我一個，芬奇！"
544F1BCC,"開往美國泰坦號，並在船的周圍搜索入口。"
5450D5A3,"此類別沒有物品。"
54520967,"影像導引飛彈"
5452CB7A,"唐森: 記住基本訓練。射擊之後就移動。盡量使用掩體。"
546254AE,"DIRECTOR OF PRODUCTION"
546B3A0A,"ID_CUSTOMGAMES_PRESET_HARDCORE_DESCVVVVVVVVVV"
546E84A0,"消音後的武器在射擊時不會引起注意。然而若沒打中敵人，則可能會讓他們發現他們正遭受攻擊。"
546F1C51,"威爾森: 把那些轟炸機給擊碎！"
546F36EA,"使用PP-2000擊殺100人"
54713BE9,"加利西亞小徑"
54713BEA,"帕偉峽谷"
54713BEB,"納瑞夫補給站"
54713BEC,"羅斯托夫堡壘"
5473BA40,"麥德森機槍（壕溝戰）"
54785B2D,"威爾森: 好技術！"
547E2053,"唐森: 對！集中注意，各位，今天的工作要開始了。"
547EA278,"C96（外銷型）"
54809BF4,"唐森: 小心裝甲部隊！"
54890C5A,"唐森: 別讓貝絲卡住了！"
548DAE5D,"重新部署"
548F3085,"單人模式專屬狗牌"
548FDAC5,"原生滑鼠輸入"
5491EBB8,"JUNIOR SOFTWARE ENGINEERS"
54949A87,"破壞狂狗牌"
54962E0D,"允許玩家能選擇突擊兵種。"
549678B4,"唐森: 找好掩護吧老兄，我們會引開砲火的。"
5496A082,"克勞澤？！克勞澤？！你跑到什麼鬼地方了？！"
5496A086,"克勞澤？！克勞澤？！你跑到什麼鬼地方了？！"
54987DCC,"發現馬提歐的單位"
549D8C47,"布萊克本: 不用多說，威爾森並不是很高興。"
549F78C9,"用火砲裝甲車取得 100 個擊殺數"
549FA6E7,"唐森: 那座碉堡已清除完畢！"
54A4DE89,"比查特: 快想辦法啊！"
54A7BE0C,"格狀準星"
54A8B902,"小聲點。我很快就回來！"
54A8B906,"小聲點。我很快就回來！"
54AB7F39,"龜殺手狗牌"
54ABBCA7,"掃蕩配置"
54AD2805,"高級"
54AF983D,"柱型準星"
54B613A3,"地面載具"
54BA6C5E,"王牌飛行員就像是一次大戰時的搖滾巨星一般，如同「空中騎士」一般，被世界各地的民眾所仰慕，每天都會收到數十封的情書，數百萬年輕少女都在臥房的牆上貼上他們的照片。他們的名稱也同樣地永垂不朽：紅男爵（the Red Baron）、比利·畢夏（Billy Bishop）、艾迪·里肯貝克（Eddie Rickenbacker）、威爾納·沃斯（Werner Voss） 、奧斯華·波爾克（Oswald Boelcke）、艾伯特·鮑爾（Albert Ball）、馬克斯·殷麥曼（Max Immelmann）、勒內·方克（Rene Fonck）、喬治·蓋納莫（Georges Guynemer）、夏賀勒·南傑瑟（Charles Nungesser）等等。這些王牌飛行員都被認為是真正的紳士，不但像男子漢般戰鬥，還受到各地飛行員的尊敬。  儘管這樣的觀點在戰爭初期時有所聞，但在戰爭後期就不是如此了。在戰爭後期戰鬥機通常都組成隊形飛行，並且使用機槍來攻擊，戰機駕駛員的預期壽命經常必須以小時計算，而真正的完美擊墜必須要出其不意才可能達成。"
