00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
70CB0EF4,"雷射瞄準器"
70CC40A5,"炸彈位置：瑞克"
70D7AB08,"M82A3"
70D8C93B,"獲得指揮官重新補給勳帶50次"
70DE333D,"指揮官重新補給勳章"
70E515FE,"攜帶型主動防禦系統"
70E5DCE4,"2D ARTIST"
70E8F5E3,"SOCIAL COMMUNITY ONLINE MARKETING COMMUNITY COORDINATOR"
70F1AFC5,"團隊死鬥"
70F26AFE,"安裝光碟片2的內容後，你便能以HD高畫質完整體驗《戰地風雲4》更令人驚嘆的視覺效果。請問是否要安光碟片2？"
70F440F7,"切換到固定配備"
70F4C674,"[BF1]試用載具和尚未解鎖的武器及配備 | [BF4]試用載具和尚未解鎖的武器及配件"
70F52E57,"無地圖極難"
70F5A5C1,"近距離步兵作戰、無載具。你的隊伍只有一項目標：殲滅敵人。"
7106DB50,"[BF1]獲得無線電信標重生勳章 5 次 | [BF4]獲得無線電信標重生勳章5次"
7108BF65,"EA"
710A11B0,"取得輕機槍勳章"
710C4552,"無線電信標重生勳章狗牌"
710F7BB2,"輕機槍勳章狗牌"
710FFE62,"PUBLIC RELATIONS PR MANAGER"
71127316,"代表聖文森及格瑞那丁的狗牌"
7114EE73,"鎖定空中載具"
7117DD18,"聖文森及格瑞那丁"
712A61C1,"[BF1]少將 IX | [BF4]少將IX"
7130EEC2,"EA LOCALIZATION VOICE TALENT"
71356500,"未接受"
7136D32A,"DICE BATTLELOG"
7142F328,"使用FAMAS擊殺500人"
71485D2A,"FAMAS大師狗牌"
714CD46E,"編輯篩選條件"
71541652,"測距儀"
715627B2,"[BF1]中尉VII | [BF4]一級准尉"
715AD924,"空投"
716F4875,"1 [85mm PG-7VL榴彈]"
717ACE5F,"伺服器密碼含有不雅文字。"
717B14A4,"飛彈彈著點"
717B7AC4,"GOS DGI PROJECT MANAGER"
7193A463,"巡弋飛彈已發射"
7196EDE5,"仇敵擊殺"
7199993F,"綠色"
71999940,"黃藍色"
71999941,"紅色"
719A48D7,"單人模式專屬狗牌"
719FB2D9,"一切為自由狗牌"
71A1CBDA,"向左偏擺"
71ACC2A6,"FINANCE MANAGER"
71B27D17,"炸彈已拆除！"
71B975B0,"[BF1]檢視並管理您所租用的伺服器。 | [BF4]檢視並管理你所租用的伺服器。"
71C4901A,"你的指揮官分數會補充你的小隊軍備值。"
71CBB43C,"[BF1]切換武器 | [BF4]更換武器"
71D77FD7,"水面"
71D84F7D,"用攻擊直升機殺敵5人"
71DDB97F,"攻擊直升機勳帶"
71DEC171,"任務邀請"
71E293B7,"確定"
71EB3919,"[BF1]發射鍵 1 | [BF4]扳機1"
722219EC,"指揮官 ({0:s}/{1:s})"
7224B731,"無法邀請玩家進入人數已滿的伺服器。"
722FA20B,"指揮官分數"
7239317E,"使用92式手槍擊殺500人"
723E9B80,"92式手槍大師狗牌"
72512F4F,"LEAD CONCEPT ARTIST"
7251CEEB,"鐵絲地基"
7273BA2D,"正在重新啟動伺服器。"
7286E046,"小地圖、戰況激烈、無載具。?你的隊伍只有一項目標：殲滅敵人。"
729DE128,"你的隊伍只要成功就能取得增援兵力值，並能打開新基地。"
72B3C32B,"謝謝你"
72BEBE9A,"[BF1]延長您的租約 | [BF4]延長你的租約"
72CCB72A,"代表法屬波利尼西亞的狗牌"
72D15709,"玩單人戰役模式。"
72D2212C,"法屬波利尼西亞"
72D568B1,"SENIOR SOFTWARE ENGINEERS"
72EB46C6,"[BF1]取得團隊死鬥模式的勤務之星 | [BF4]取得死鬥模式的勤務之星"
72F0B0C8,"[BF1]團隊死鬥狗牌 | [BF4]死鬥狗牌"
72F1DB2B,"SENIOR SYSTEMS ENGINEER"
72FAA06B,"隊伍上一名玩家"
730029A5,"[BF1]切換隊伍得分卡可見度 | [BF4]切換隊伍得分卡能見度"
7306C6BD,"[BF1]您所選的儲存裝置已變更或不能使用。您將需要選擇一個儲存裝置，以儲存或載入玩家設定檔。 | [BF4]你所選的儲存裝置已被更換或不存在。你將需要選擇一個儲存裝置，以儲存或載入玩家設定檔。"
7309F6BD,"DANGER CLOSE ANIMATION"
730C7D8C,"[BF1]迫擊砲（空爆） | [BF4]M224迫擊砲"
7310AD3A,"[BF1]顯示 battlelog 狀態訊息 | [BF4]顯示battlelog狀態訊息"
731C3881,"未知組態"
732DF1DC,"獲得指揮官空中砲艇勳帶50次"
73335BDE,"指揮官空中砲艇勳章"
73411D2B,"正常"
734145EA,"顯示小地圖"
73444B7D,"[BF1] | [BF4]快速反應跳躍/攀爬"
735650E9,"[BF1]分享物品 | [BF4]分享"
735C03F1,"[BF1]獲得彈藥勳章 5 次 | [BF4]獲得彈藥勳章5次"
73616DF3,"彈藥勳章狗牌"
73679BB7,"代表薩摩亞群島的狗牌"
736D05B9,"薩摩亞群島"
736DD227,"[BF1]火力壓制助攻 | [BF4]協助壓制"
737F7760,"自訂"
737F8A62,"[BF1]少將 X | [BF4]少將X"
73981BC9,"使用AUG A3擊殺500人"
739D85CB,"AUG A3大師狗牌"
739EC0DD,"向左翻滾"
739F7CE2,"DICE LEAD LEVEL ARTISTS"
73A21592,"[BF1]比賽已經結束，感謝您參與遊戲。 | [BF4]比賽已經結束，感謝你參與遊戲。"
73AB5053,"[BF1]中尉VIII | [BF4]一級准尉II"
73B8DFED,"[BF1]由於伺服器上玩家數量變更，您已被踢出 | [BF4]由於伺服器上玩家數量變更，你已被踢出"
73C4610E,"CUTSCENE AND AUDIO DESIGN"
73C6785C,"AEK-971勤務之星"
73CF1AEC,"大規模的征服地圖，聚焦於載具和戰術。"
73EA95F7,"LEAD VFX ARTIST"
73EC382C,"XXX,XXX.XX"
73EF7178,"單人模式專屬狗牌"
73F4DB7A,"帝瑪狗牌"
73FA922D,"伺服器名稱含有不雅文字。"
73FB35EE,"選擇軍備"
74097411,"[BF1]您目前排在：{0:d} / {1:d} | [BF4]你目前排在：{0:d} / {1:d}"
740BE6EA,"無指揮官"
741ED906,"邀請"
74212FCD,"攻擊方"
74228908,"設定反鋸齒品質。提高設定值可能會降低效能。"
742D781E,"用戰鬥噴射機殺敵5人"
7432E220,"戰鬥噴射機勳帶"
744596A1,"EA GAMES CFO"
744597CA,"EA GAMES COO"
7457B786,"踢出玩家"
745A7A46,"[BF1]{0:d} 天 {1:d} 小時 {2:d} 分 | [BF4]{0:d}d{1:d}h{2:d}m"
746DB95D,"斥候精英戰鬥包"
746F8C82,"更改儲存裝置"
7479ADFA,"接受"
747C24D5,"下一頁"
74884C26,"ADDITIONAL VEHICLE ARTIST"
748E5A1F,"使用MP443擊殺500人"
7493C421,"MP443大師狗牌"
74B4D4E0,"[BF1]突襲階段 {0:d} / {1:d} | [BF4]突襲階段{0:d} / {1:d}"
74C19531,"第三人稱載具視點"
74D17063,"[BF1]射擊 | [BF4]開火"
74D56114,"移動到這裡"
74D81F94,"在本視角模式中橫搖鏡頭方式："
74D8AEC3,"索敵"
74D8FBBA,"延長租約"
74DC0C2D,"逾時"
74DC8122,"瞄準/縮放"
74EC3802,"[BF1]24 名玩家在我們最熱門的地圖上進行各種模式。 | [BF4]24名玩家在我們最熱門的地圖上進行各種模式。"
74EE5B55,"按START開始遊戲"
74EEDA72,"[BF1]按 START 鍵開始遊戲 | [BF4]按START鍵開始遊戲"
75122966,"用來遠端修復載具，拆解M-COM並解除敵方地雷。"
7513D89C,"需要彈藥"
751D18D6,"需要載具"
7521DFCB,"代表法屬南部屬地的狗牌"
752674C2,"本戰鬥包內含玩家謝禮狗牌和兩個獎勵經驗值加乘。"
752749CD,"法屬南部屬地"
752C004C,"斜視金屬瞄準器"
752F3071,"GLOBAL IT DIRECTOR QA"
7535FBA7,"全地圖"
7539EA71,"放大迷你地圖"
753B3716,"[BF1]重新部署會把你帶回部署畫面，但將算一次被擊殺，並且你的隊伍會失去一分兵力值。若你發現自己孤立在外，萬不得已的時候再使用這個方法。 | [BF4]重新部署會把你帶回部署畫面，但將算一次被擊殺，並且你的隊伍會失去一名兵力值。你若發現自己孤立在外，萬不得已的時候再使用這個方法。"
75406F67,"取得殲滅勤務之星"
7545D969,"殲滅狗牌"
755A5323,"無資料"
755D91B5,"[BF1]本伺服器的延遲時間太長，建議搜尋離您更近的伺服器。可考慮在玩遊戲時關閉其他使用網際網路連線的裝置。 | [BF4]本伺服器的延遲時間太長，建議搜尋離你更近的伺服器。可考慮在玩遊戲時關閉其他使用網際網路連線的裝置。"
755F7926,"[BF1]請輸入組態名稱。組態名稱最長為 16 個字元。 | [BF4]請輸入組態名稱。組態名稱最長為16個字元。"
758BE468,"俄"
759FF59B,"無法下令"
75A37BF4,"DICE RECRUITERS"
75B0BCA8,"[BF1]Battlelog 戰士肖像 | [BF4]Battlelog戰士肖像"
75B12C92,"獲得指揮官監控勳章5次"
75B427A3,"指揮官"
75B462F2,"取得PDW防衛槍勳章"
75B69694,"指揮官監控勳章狗牌"
75B9CCF4,"PDW防衛槍勳章狗牌"
75BCC458,"代表聖馬利諾的狗牌"
75C0A133,"A-91武器戰鬥包內含四個項目。每一包會給你幾個A-91專用附掛，直到你解鎖了全部。"
75C22E5A,"聖馬利諾"
75C3EAFB,"FN57武器戰鬥包內含四個項目。每一包會給你幾個FN57專用附掛，直到你解鎖了全部。"
75C404AE,"G36C武器戰鬥包內含四個項目。每一包會給你幾個G36C專用附掛，直到你解鎖了全部。"
75C74A67,"M249武器戰鬥包內含四個項目。每一包會給你幾個M249專用附掛，直到你解鎖了全部。"
75C74C2F,"LSAT武器戰鬥包內含四個項目。每一包會給你幾個LSAT專用附掛，直到你解鎖了全部。"
75C74E5D,"M320武器戰鬥包內含四個項目。每一包會給你幾個M320專用附掛，直到你解鎖了全部。"
75C75283,"M416武器戰鬥包內含四個項目。每一包會給你幾個M416專用附掛，直到你解鎖了全部。"
75C7548E,"M4A武器戰鬥包內含四個項目。每一包會給你幾個M4A專用附掛，直到你解鎖了全部。"
75C768BB,"M98B武器戰鬥包內含四個項目。每一包會給你幾個M98B專用附掛，直到你解鎖了全部。"
75C8EF45,"P226武器戰鬥包內含四個項目。每一包會給你幾個P226專用附掛，直到你解鎖了全部。"
75CF30B1,"已收到新目標"
75CF521F,"排行榜"
75D25C22,"靈敏度"
75DFA7C9,"已頒發"
75E24D0F,"若設定奪旗次數未達成，奪旗模式將會在倒數完成時結束回合。"
75ED446A,"使用M16A4擊殺500人"
75F1AC23,"內容解鎖"
75F22B40,"內容解鎖"
75F2AE6C,"M16A4大師狗牌"
760078F4,"[BF1]中尉IX | [BF4]一級准尉III"
760BBFC8,"輸入密碼"
7620A72D,"儲存中"
7636CBB8,"[BF1]網路連線目前遇上嚴重封包遺失問題。可考慮在玩遊戲時關閉其他使用網際網路連線的裝置。 | [BF4]網路連線目前遇上嚴重掉封包問題。可考慮在玩遊戲時關閉其他使用網際網路連線的裝置。"
7637CC79,"從敵方奪取：{0:d} / {1:d}"
76449A19,"單人模式專屬狗牌"
764A041B,"上樓嗎？狗牌"
7676EBA9,"ESN OFFICE ADMINISTRATOR"
767A3D47,"[BF1]臥倒時向目標射擊。 | [BF4]臥倒時向目標開火。"
7682A0BF,"用任何船隻殺敵4人"
76880AC1,"船隻勳帶"
76881033,"比賽結束"
768BA15D,"[BF1]已癱瘓載具 | [BF4]載具癱瘓"
76924235,"DICE DEVELOPMENT TEAM"
76ADC1FB,"部署雷射指示器"
76BAF697,"PAGE DOWN"
76D12104,"SENIOR QA PROJECT LEAD"
76DDE3F9,"[BF1]用{1:~}擊殺{0:d}人 | [BF4]以{1:~}擊殺{0:d}人"
76DF9602,"網路通話"
76E382C0,"使用CZ-75擊殺500人"
76E8ECC2,"CZ-75大師狗牌"
76EDB4D7,"[BF1]士兵按鍵 | [BF4]徒步操作"
76FCF24B,"{0:d}天後推出"
7720B815,"本黃金戰鬥包已透過Axe優惠解鎖成功！"
772D4835,"即時視角可在你一般的指揮官視角偵測到敵方前，先看到敵方動態。"
7733129A,"你的硬碟空間不足。請退出應用程式，釋出些空間然後再試一次。"
773848B0,"HYPNOS ENTERTAINMENT, INC"
773A5BBC,"解開所有裝備的QBS09式軍用霰彈槍和其他霰彈槍。利用QBS09式軍用霰彈槍解開其他霰彈槍。"
773E839F,"使用C4炸藥擊殺100人"
773E84EE,"使用M9擊殺100人"
773E864F,"使用M32燃燒彈擊殺100人"
776CC6F7,"INSERT"
77732745,"EA DIGITAL PLATFORM TEAM"
7777086C,"代表加彭的狗牌"
777C726E,"加彭"
7781A719,"小隊往下"
7782F64F,"拆彈中"
7785DD6C,"小隊往左"
7787E59D,"威脅"
77959808,"取得爆破模式的勤務之星"
779854E0,"反裝甲"
779B020A,"爆破狗牌"
77B9126D,"接受命令；接受命令中"
77BA1FCC,"教學訊息僅顯示一次。重設後即可再次顯示。"
77C97E3F,"保衛瓦爾基麗號"
77CC391F,"經驗值加乘"
77DB221E,"敵方顏色"
77DFAF9D,"有更新可以提供下載"
77E81571,"波蘭語"
77EBA209,"COMMERCE TEAM"
77F1ED34,"無伺服器"
77F26630,"[BF1]Battlefield? 1 | [BF4]《戰地風雲4》獎盃"
77F63E9B,"階級"
77FAF576,"[BF1]BATTLELOG 無法使用 | [BF4]BATTLELOG無法使用"
78018527,"射擊訓練（3/10）"
7801B066,"DICE AI DESIGNER"
78065533,"獲得指揮官勳章5次"
780BBF35,"指揮官勳章狗牌"
7811ECF9,"代表聖多美普林西比的狗牌"
7816D6DF,"[BF1] STORE MANAGER | [BF4]STORE MANAGER"
781756FB,"聖多美普林西比"
7830824B,"高爆彈"
78426D0B,"使用CZ-805擊殺500人"
7847D70D,"CZ-805大師狗牌"
784BE4A1,"開啟商店出現錯誤，請稍後再試。"
7855A195,"[BF1]中尉X | [BF4]一級准尉IV"
785BF65B,"購買伺服器卡"
78623B00,"狗牌"
7868932C,"狗牌"
786B9AD1,"中國崛起"
78746F24,"GOS TELEMETRY SOFTWARE ENGINEERS"
787BEE16,"射擊訓練（1/10）"
78905438,"TYPE-95B-1武器戰鬥包內含四個項目。每一包會給你幾個TYPE-95B-1專用附掛，直到你解鎖了全部。"
7899C2BA,"單人模式專屬狗牌"
789F2CBC,"漢娜狗牌"
78A117A0,"CAPS LOCK"
78C059A5,"退出至選單"
78C22A8B,"如設為「否」，被索敵的玩家在遊戲中不會顯示標記。"
78C443F5,"QA PROJECT LEAD"
78C7C2EC,"該玩家是此伺服器的管理員，無法踢出。"
78D7C960,"[BF1]在征服時佔領 2 面旗幟 | [BF4]在征服時佔領2面旗幟"
78DD3362,"征服奪旗勳帶"
78F79193,"TECHNICAL OPERATIONS MANAGERS"
79014B8C,"奪旗"
79018D93,"小隊死鬥"
790191D4,"團隊死鬥"
7905CC70,"取消"
790D1CD1,"抵達村莊"
79139D76,"幫助帝瑪"
79235CD9,"[BF1]查無物品 | [BF4]查無項目"
79285265,"你在掩蔽物之間衝刺移動就會更難擊中。"
7935024F,"LEAD CONCEPT ARTIST AND KEY ART"
7938AB61,"使用G18擊殺500人"
793E1563,"G18大師狗牌"
7940DF51,"捷徑載具"
7950E416,"離開學校"
7969F90D,"[BF1]新物品解鎖！ | [BF4]新項目解鎖！"
79707058,"ONLINE HOSTING"
7986C43A,"即將推出更多資訊！"
799C997C,"徒步滑鼠移動的靈敏度。"
79B366B7,"TECHNICAL ART DIRECTORS"
79B5D2EA,"[BF1]未定義 | [BF4]尚未定義"
79BDA326,"爬上"
79D43C9B,"登入已變更"
79DD63E4,"DICE ADDITIONAL GAMEPLAY DESIGNER"
79EAC0A9,"取得搶攻勤務之星"
79ED9BFE,"等候進一步指示"
79F02AAB,"搶攻狗牌"
79F5975B,"EA GLOBAL IT PROGRAM MANAGER"
79F84E67,"特殊裝備"
7A01EFBB,"GOS QA TESTERS"
7A162B26,"分數紀錄"
7A27FFFD,"SR TECHNICAL ARTIST"
7A2CEE6F,"Slim Jim雙倍經驗值戰鬥包"
7A46F53B,"找到艙門G-46"
7A4AB775,"服務條款"
7A5B7DD4,"獲得指揮官權威勳章5次"
7A5D2B50,"[BF1]遊戲正在安裝中。您可以趁等候時看看 Battlelog 或是在戰役準備好的時候先開始玩單人模式！ | [BF4]遊戲正在安裝中。你可以趁等候時看看Battlelog！"
7A60E7D6,"指揮官權威勳章狗牌"
7A623372,"尋找愛爾蘭佬"
7A63A1DD,"[BF1]Origin 數位豪華黃金戰鬥包 | [BF4]Origin數位豪華版黃金戰鬥包"
7A67159A,"代表沙烏地阿拉伯的狗牌"
7A6C7F9C,"沙烏地阿拉伯"
7A84C1FC,"為享受最佳的《戰地風雲4》視覺效果，請安裝HD高畫質內容。這將需要有X GB可用空間的Xbox 360 硬碟。"
7A84F54F,"幫助科維特"
7A8F1AF2,"請稍等…"
7A9683D8,"關閉索敵"
7A9943E2,"自訂載具"
7AAA3446,"預覽狗牌"
7AABC7DD,"征服"
7AAD26B5,"本青銅戰鬥包已透過Slim Jim優惠解鎖成功！"
7AAE2F0C,"DICE STORY CINEMATICS"
7AAFBDD9,"大規模戰爭。佔領並保衛目標。《戰地風雲》的經典模式。"
7AB00ED7,"[BF1]噴射機擊殺 | [BF4]噴射機擊殺數"
7ACDE19A,"排爆機器人"
7AD39642,"正在刪除玩家檔案資料，請不要關閉Xbox 360主機。"
7AD6C195,"PAYROLL MANAGER"
7ADAD8E9,"EU PORTFOLIO MANAGER"
7AE80883,"GOS PRODUCTIONS SOFTWARE ENGINEERS"
7AEEEB5B,"單人模式專屬狗牌"
7AEEEE6F,"[BF1]傳送時封包遺失（%） | [BF4]傳送時掉封包（%）"
7AEF8B59,"偏擺 / 視點"
7AF4555D,"Nice Play狗牌"
7B247E13,"前往美國泰坦號"
7B2CF201,"[BF1]在突襲時設置 2 個 M-COM | [BF4]在突襲時設置2個M-COM"
7B31BCCB,"捷徑同捆包"
7B325C03,"[BF1]M-COM 攻擊手勳帶 | [BF4]M-COM攻擊手勳帶"
7B3DC37D,"[BF1]正在檢查玩家設定檔檔案，請不要關閉主機。 | [BF4]正在檢查玩家設定檔，請不要關閉系統。"
7B4B3113,"VS"
7B4D6EFE,"LOCALIZATION COMPLIANCE SPECIALISTS"
7B546924,"1 [40mm煙霧彈]"
7B577BBD,"限《戰後餘生》突襲模式"
7B6EE84B,"沒有登入就無法儲存進度。 你要現在登入嗎？選擇 [是] 可登入，選擇 [否] 可繼續執行而不儲存。"
7B6F6251,"[BF1]您必須登入設定檔才能儲存設定。將繼續執行而不儲存。 | [BF4]你必須登入設定檔才能儲存設定。將繼續執行而不儲存。"
7B6F6768,"[BF1]沒有登入就無法儲存進度。 您要現在登入嗎？選擇 [是] 可登入，選擇 [否] 可繼續執行而不儲存。 | [BF4]沒有登入就無法儲存進度。 你要現在登入嗎？選擇 [是] 可登入，選擇 [否] 可繼續執行而不儲存。"
7B70FEB5,"自動部署時間"
7B7D9D09,"後院"
7B7D9D0A,"學校"
7B7D9D0B,"山坡"
7B86CBBD,"在一回合內取得最高突擊步槍擊殺數"
7B89E480,"代表維德角的狗牌"
7B8DD402,"使用FN57擊殺500人"
7B8F4E82,"維德角"
7B933E04,"FN57大師狗牌"
7B98F469,"新增所有"
7B9A2857,"[BF1]觀眾 | [BF4]旁觀者"
7B9AF901,"EA LAUNCH PLANNING EXECUTION"
7BADCBE1,"中文"
7BBFDCF2,"[BF1]獲得第 1 名 | [BF4]獲得第1名"
7BBFDCF3,"[BF1]獲得第 2 名 | [BF4]獲得第2名"
7BBFDCF4,"[BF1]獲得第 3 名 | [BF4]獲得第3名"
7BBFDCF5,"[BF1]獲得第 4 名 | [BF4]獲得第4名"
7BBFDCF6,"[BF1]獲得第 5 名 | [BF4]獲得第5名"
7BC5CB90,"多重擊殺"
7BC6006E,"[BF1]顯示第一人稱視角抬頭顯示 | [BF4]顯示個人稱視角抬頭顯示"
7BD42A48,"[BF1]噴射機按鍵 | [BF4]噴射機操作"
7BEC6931,"設定對應鍵"
7BFF877D,"前往控制中心"
7C070DE9,"玩家名稱"
7C0C8D1B,"不在小隊中"
7C23C30F,"雄鷹12G霰彈槍武器戰鬥包內含四個項目。每一包會給你幾個雄鷹12G霰彈槍專用附掛，若你已透過任何戰鬥包全部解鎖則不再提供。"
7C2B604D,"[BF1]使用 3D 索敵 | [BF4]用3D索敵"
7C30103E,"SR MANAGER ONLINE OPERATIONS"
7C3FE94A,"取得指揮官勤務之星"
7C45534C,"指揮官狗牌"
7C4A5A01,"[BF1]您可在「選項」下重設教學。 | [BF4]你可在「選項」下重設教學訊息。"
7C537974,"助燃器"
7C55A8A4,"安裝完畢"
7C580D69,"頂尖指揮官"
7C5D9798,"已收到：{0:s}"
7C67AB85,"[BF1]極難模式會減少抬頭顯示功能和生命值，並且生命無法自動恢復。而且射擊時必須考慮到隊友，因為友軍砲火是打開的！ | [BF4]極難模式減少了抬頭顯示項目並降低士兵生命值及停用生命恢復。而且開火時必須考慮到隊友，因為友軍砲火將設為開。"
7C687DA9,"[BF1]軍士長 | [BF4]槍砲士官長V"
7C73B156,"拖式飛彈"
7C7561C3,"[BF1]恭喜！您的伺服器租約共{0:d}天，有效期限至{1:s}。 | [BF4]恭喜！你的伺服器租約共{0:d}天，有效期限至{1:s}。"
7C86A931,"此伺服器套用的是自訂規則！"
7C86C4C3,"主音量"
7CB0A675,"獲得指揮官空中砲艇勳章5次"
7CB61077,"指揮官空中砲艇勳章狗牌"
7CBC3E3B,"代表塞內加爾的狗牌"
7CC1A83D,"塞內加爾"
7CC5FDAC,"在一回合內取得最高指揮官分數"
7CC69D2D,"勳章"
7CCE4499,"[BF1]您已被踢出，此遊戲需以高級通行證進入。 | [BF4]遊戲需以高級使用權進入，你被踢出。"
7CD3A325,"無法儲存伺服器設定。使用自訂地圖循環時無法將伺服器類型設定為「官方」。"
7D14D109,"[BF1]分 | [BF4]分鐘"
7D1C665D,"熱導追蹤"
7D30D01D,"兵變"
7D4BC537,"[BF1]設定地面載具按鍵配置。 | [BF4]設定地面載具操作配置。"
7D58B09F,"無法建立伺服器連線。"
7D795085,"表揚"
7D821AA2,"[BF1]在殲滅時設置 1 枚炸彈 | [BF4]在殲滅時設置1枚炸彈"
7D82E1A6,"[BF1]減速（按住） | [BF4]爬行速度 (按住)"
7D8784A4,"設置炸彈勳帶"
7D995852,"隨機部署"
7D9ABD9A,"SITE MANAGERS"
7DB7200D,"透過戰鬥包取得"
7DBA01BF,"[BF1]感謝您回來《戰地風雲4》！請享受我們提供的這套白銀戰鬥包！ | [BF4]感謝你回來《戰地風雲4》！請享受我們提供的這套白銀戰鬥包！"
7DBC8A0F,"戰鬥包20狗牌"
7DD2D2DB,"目前系統狀態佳。無已知問題。"
7DDF0D21,"代表開曼群島的狗牌"
7DE0881A,"欲更改配件，請先選擇配件後，再從下拉選單選擇新配件。"
7DE2FCA3,"使用M1911擊殺500人"
7DE47723,"開曼群島"
7DE866A5,"M1911大師狗牌"
7DEF09D7,"[BF1]顯示觀眾選取狀態列 | [BF4]顯示觀看者選取狀態列"
7DF04391,"狗牌"
7E0D9A8B,"SENIOR COMMUNICATIONS DIRECTOR"
7E140196,"OPERATIONS MANAGER"
7E263E08,"顯示分數狀態列"
7E410058,"拖式飛彈"
7E41A592,"發生錯誤"
7E45A0B0,"SOCIAL COMMUNITY ONLINE MARKETING DIGITAL PORTFOLIO MANAGER"
7E4DBCCB,"欲重新部署，請選擇一處新隊伍基地並按下："
7E69FC70,"指揮官小隊名單最小化"
7E6D70A1,"關門"
7E755482,"DICE CHARACTER ARTISTS"
7E7B3A13,"疏散指令"
7E81A9FD,"[BF1]視野向上 | [BF4]視點向上"
7E8297C7,"向下俯仰"
7E8FDBF9,"[BF1]如未登入就無法儲存進度。  －選擇「是」可登入。 －選擇「否」可繼續執行而不儲存。 | [BF4]沒有登入就無法儲存進度。  －選擇[是]可登入。 －選擇[否]可繼續執行而不儲存。"
