00044741,"無法連上《戰地風雲》的伺服器，無法取得伺服器資訊。請稍後再試。"
3A9AD60E,"儲存會覆蓋以前保存的玩家設定檔。確定要繼續？"
3A9D530F,"PRODUCERS"
3AA01798,"小隊掃蕩勳章"
3AB50611,"海軍風暴"
3AB791A9,"岩石防禦工事"
3AB9759F,"龍吼衛是遙控武裝機器人。一種小型遙控追蹤載具，具備一把輕機槍與四具榴彈發射器。"
3AC681C7,"ANALYSTS"
3AE526BC,"需要彈藥"
3AEE66F6,"需要載具"
3AFC1B73,"從桌上取得你的主要武器。"
3B03E649,"「龍之獠牙」小隊死鬥"
3B0607DA,"你已看完了教學內容！"
3B117F9E,"選擇愛爾蘭佬"
3B180C0D,"上士V"
3B23F985,"資料片小任務"
3B2CA550,"摧毀所有敵方目標即可獲勝"
3B53D379,"M39增強型精確射手步槍戰鬥包"
3B59B617,"DICE LEAD ANIMATION SOFTWARE ENGINEER"
3B6B5439,"ID_P_VWNAME_STLJET20MMVVVVVVVVVV"
3B6B697E,"ID_P_VWNAME_STLJET25MMVVVVVVVVVV"
3B6BE09A,"ID_P_VWNAME_STLJET30MMVVVVVVVVVV"
3B719550,"AMIR KAFFAROV"
3B7536A5,"密集發射3枚砲彈，對攻擊空中和輕型載具都很有效。發射器必須在導彈擊中目標前維持鎖定。可鎖定雷射指定目標。"
3B77242F,"使用者必須保持鎖定狀態的雷射制導反坦克砲彈。也能自行追擊雷射指定目標，即使該目標在視線之外亦同。"
3B780FDC,"ID_P_VUDESC_MBTCITVVVVVVVVVVV"
3B7826F1,"將7.62mm的輕型機槍附掛到主要火砲上以增加攻擊步兵的能力。"
3B793E16,"顯示所有射程內熱源的黑白夜視系統。"
3B7B7FA5,"使近距和中距熱源容易辨別的強化紅外線夜視功能。"
3B7F566F,"偵測載具周圍的區域，並顯示敵方在小地圖上的活動。"
3B84C56B,"縮放視野以更輕鬆的從遠距索敵並消滅目標。"
3B8B6FA5,"震動"
3B8F0250,"卡雷利亞巨人"
3B9D7467,"PP-2000衝鋒槍"
3BBBBD8B,"使用兩輪越野車擊殺一人"
3BC7F0C9,"鬼城"
3BCF522A,"特效品質"
3BD722BC,"傾斜控制器即可傾身，讓你可以從掩蔽物之後窺視。"
3BD99E1B,"使用硬式充氣運輸工具擊殺500人"
3BDF081D,"硬式充氣運輸工具大師狗牌"
3BEDC64E,"LEAD VOICE ACTORS"
3BF2B97F,"小隊殲滅"
3BF3114D,"EA LOCALIZATION INTERNATIONAL PROJECT MANAGER"
3BF7861D,"繼續前進來啟用教學。"
3BFCEEE8,"離開小隊"
3C16D109,"蚯蚓森林"
3C1ACF01,"105MM"
3C1C6E90,"7.62x54 R"
3C2143E8,"科維特：這下趕快離開這艘破船。"
3C2143E9,"派克：瑞克！"
3C2143EA,"愛爾蘭佬：小心！"
3C2143EB,"派克：老天！瑞克，你沒事吧？"
3C2143EC,"科維特：他沒事。瑞克沒事。他起來了，你看！"
3C2143ED,"愛爾蘭佬：兄弟，撐著點！"
3C2143EE,"科維特：瑞克，快去拿航程紀錄器！"
3C2143EF,"派克：我們怎麼把他救上來？"
3C214407,"派克：瑞克，你找到了！"
3C214408,"派克：他媽的混蛋！"
3C214409,"科維特：媽的！它又要翻過去了！"
3C21440A,"愛爾蘭佬：穩住！"
3C21440B,"愛爾蘭佬：派克，瑞克？還好嗎？"
3C21440C,"派克：我沒事！科維特探員？"
3C21440D,"愛爾蘭佬：也該是時候了！回去瓦爾基麗號。"
3C21440E,"派克：我沒事！紀錄器在誰那裡？！"
3C25A42E,"《戰地風雲4：中國崛起》獎盃收藏"
3C268FB8,"為駕駛員和槍手變更準星大小。"
3C2B6BA0,"俯仰"
3C2BDC2F,"你的隊伍得分！"
3C308978,"自訂模式讓你隨意更改設定。盡量使用！不過要記住，大幅更改某些設定會使你的伺服器變成無排名伺服器。"
3C43867E,"使用SA-18針式飛彈擊殺500人"
3C43C4C1,"《戰地風雲4》其中一項功能是將你連結上所有《戰地風雲》玩家聚集的跨平台社交網站Battlelog。你可在此交新朋友、查看遊戲統計資料、自訂你的戰士。  Battlelog自動蒐集分享你戰士的Origin ID、線上資訊、統計資料和活動，好讓其他《戰地風雲4》玩家能夠追蹤你職業生涯一路的進展。  該資訊將顯示於Battlelog.com。你若想自訂你的隱私設定，請在開始上線遊戲之前，先花點時間用你的Origin帳號（EA）電子郵件地址與密碼登入Battlelog.com自訂設定。"
3C48F080,"SA-18針式飛彈大師狗牌"
3C4901DF,"科維特：依水漲速度來看，等我們切斷救他們出來也早成屍體了。"
3C4901E0,"科維特：留下他們。這是命令。你知道加里森怎麼說的。"
3C4F6818,"低空飛行時熱信號會減弱，使你不易被敵方發現，並防止敵人以空對空導彈系統把你鎖定。"
3C591898,"最佳小隊玩家"
3C59753D,"科維特：瑞克，我們得走了。"
3C5BA6C1,"科維特：瑞克，我們該繼續前進！"
3C630E29,"兵力值流失率"
3C632A48,"次要武器"
3C662E1F,"隊伍人數將無法平衡。"
3C66AE71,"透過戰鬥包取得"
3C6C1873,"戰鬥包15狗牌"
3C6FBCA6,"點狀雪地"
3C889174,"加入小隊"
3C8E9B85,"代表浦隆地的狗牌"
3C8EAE83,"檢查點"
3C940587,"浦隆地"
3C94B87D,"GOS DIGI"
3C984E16,"DIRECTOR PRODUCT DEVELOPMENT"
3CA95EF5,"SQO"
3CAD54F1,"近距離步兵戰，雙方將爭奪一枚炸彈，並在敵方陣地的目標地點引爆。"
3CB8A3F9,"關閉發電機"
3CB8BC86,"遊戲選單"
3CC3DC69,"自訂快速鍵"
3CD70DBE,"DICE PRODUCT MARKETING JUNIOR PRODUCT MANAGER"
3CD9F108,"加入好友的小隊。"
3CDAEBF5,"漢娜：機場要往哪邊走？"
3CDAEBF6,"派克：往北走，在那條公路另一邊。"
3CDAEBF7,"漢娜：所以我們從前面那座橋底下過去？"
3CDAEBF8,"愛爾蘭佬：瑞克，你去打前鋒。"
3CDAEBF9,"愛爾蘭佬：我們得走了。"
3CDAEBFA,"愛爾蘭佬：我們不能留在原地。"
3CDAEBFB,"愛爾蘭佬：現在就得動作。"
3CDAEBFC,"漢娜：我們該走了。"
3CDAEC14,"愛爾蘭佬：有沒有看見那個有點像牽引機的大傢伙？我們管它叫「坦克」- 跟著它走就對了。"
3CDAEC15,"派克：我同意。"
3CDAEC16,"派克：瑞克，就等你了。"
3CDAEC17,"派克：中士，你去打前鋒。"
3CDAEC18,"漢娜：我們不該留在這裡。"
3CDAEC19,"愛爾蘭佬：援兵來了！"
3CDAEC1A,"鐵砧2：通訊正在變弱 。緊緊跟好，要我們轟爆誰就標記目標！"
3CDAEC1B,"愛爾蘭佬：他媽的收到！"
3CDAF034,"鐵砧2：墓碑指揮官，這是鐵砧2。準備支援。"
3CDAF035,"派克：友軍！"
3CDAF036,"鐵砧2：墓碑。通訊正在變弱，跟在我們後面，要我們轟爆誰就標記目標！"
3CDAF037,"派克：我想這是我們通往城市的入口。"
3CDAF038,"鐵砧2：墓碑指揮官，鐵砧2。我們準備行動了。"
3CDAF039,"派克：上路。"
3CDE776E,"車庫"
3CDE776F,"天台花園"
3CDE7770,"貧民窟"
3CDE7771,"加油站"
3CDE7772,"公園"
3CDE9535,"天然堤防"
3CDE9536,"貧民窟"
3CDE9537,"加油站"
3CE6C9DB,"鞭索：呼叫所有航線內的成員。攻擊成效良好。繼續全面開火。"
3CE6C9DC,"漢娜，瑞克。直升機來襲！"
3CE6C9DD,"加里森：在線上的人，這裡是堡壘。有誰聽見嗎？"
3CE6C9DE,"愛爾蘭佬：我們可以降落在甲板上！往甲板的方向滑過去！"
3CE848D6,"CS5"
3CE87320,"MPX"
3CE894C4,"UNICA 6"
3CEF7B6E,"屋頂"
3CEF7B6F,"市場"
3CEF7B70,"屋頂"
3CEFD637,"獲得爆頭勳帶50次"
3CF1A430,"進入3D視野"
3CF54039,"爆頭勳章"
3D071179,"DICE SENIOR DEVELOPMENT DIRECTOR"
3D0B5C11,"95-1式自動步槍"
3D105D79,"網路連線目前遇上嚴重掉封包問題。可考慮在玩遊戲時關閉其他使用網際網路連線的裝置。"
3D1111F3,"放下柵欄"
3D27C1FC,"最後取得第{0:d}名"
3D298012,"代表摩洛哥的狗牌"
3D2EEA14,"摩洛哥"
3D2FDF86,"帝瑪：要吵改天再吵。走吧。"
3D37F2FF,"開啟Battlelog並在各種任務中挑戰好友。"
3D3C00B0,"別墅"
3D4528F8,"重玩任務"
3D48B9C1,"伺服器錯誤"
3D4D2ED2,"{0:d}X倍增期間"
3D5A15B0,"一種固定式的武器，具備充電技術，可發射多發子彈，可戰略性地設置於防守陣地中。"
3D5BFA7B,"反鋸齒後處理"
3D6D34AE,"槍砲士官長"
3D6F5165,"絆線會啟動地雷。導線會自動設定。如果沒有連接導線，地雷就不會引爆。若要改變放置位置可將其拾起並放置到另外的地方。"
3D73D22E,"村莊東邊"
3D74A132,"以這高級狗牌炫耀你的地位！"
3D752203,"{0:~}勤務之星"
3D79BFD2,"降落傘自訂"
3D7A0B34,"高級版狗牌"
3D7AF580,"增加壓力"
3D7DC204,"村莊西邊"
3D7FCFA4,"聯合直接攻擊炸彈"
3D818F3E,"沒有好友在線上"
3D8BED12,"預設"
3D8C9C2D,"HTC CDS DEVELOPMENT DIRECTOR"
3D940057,"夥同你的隊友一同攻擊或保衛成雙M-COM目標。有各種裝備、配備、載具供你使用。"
3DA27D61,"沙漠之鷹.44武器戰鬥包內含四個項目。每一包會給你幾個沙漠之鷹.44專用附掛，直到你解鎖了全部。"
3DA86FDF,""
3DC46984,"重試"
3DC812E1,"檢舉伺服器成功"
3DD99464,"直角握把"
3DDB929D,"歡迎進入練習場，在這裡你可以隨意練習動作，操作武器及載具。  你可直接部署的地點： 總部：武器射擊訓練場 A：地面載具 B：空中載具 C：海上載具"
3DEC067F,"稍後設定"
3DEDFA15,"EUROPE ASIA PRODUCT MARKETING INTERN"
3DF492EF,"蚯蚓海軍"
3DFC3EBB,"填補彈藥"
3E072B8A,"你缺少在本伺服器上需要的一個以上下載內容。"
3E10E62C,"使用轟炸機擊殺一人"
3E1D7F1D,"需要 # 位玩家確認準備就緒"
3E3605F0,"海軍風暴 小型突擊航母"
3E3885A9,"陀螺儀"
3E505A73,"攻擊命令就緒"
3E5C612F,"攻擊艦勤務之星"
3E5DA629,"按鈕2"
3E5F824B,"攻擊直昇機勤務之星"
3E6410A9,"地圖循環名單已滿"
3E6BFB02,"近距離步兵作戰、無載具。佔領並保衛目標。"
3E6E536D,"拒絕指令"
3E6ED385,"利用L操作桿調整亮度直到圖像隱約可見。"
3E6F8238,"潛水艇"
3E766C88,"愛爾蘭佬：他媽的！"
3E766C89,"科維特：趴下！"
3E766C8A,"派克：啊！他－媽－的…"
3E766C8F,"科維特：起來！快點！我們非跳不可！快跳！"
3E7C3BD5,"蚯蚓都會"
3E7D8DEE,"推廣狗牌"
3E8186EB,"按鈕10"
3E82F7F0,"DICE狗牌"
3E89DD86,"直拉式槍機"
3E8D28E4,"烏龜森林"
3E8F5CA2,"排名"
3E91221C,"你的小隊敗北"
3E953F7A,"hh:mm:ss.ff"
3E95AE57,"波蘭"
3E98AF1F,"使用FIM-92刺針飛彈擊殺500人"
3E997F0F,"愛爾蘭佬：派克，你會怕什麼東西嗎？"
3E997F10,"派克：蛇啦，蝸牛啦。沒有腳的東西都怕。我最怕沒有腳的東西。"
3E997F11,"愛爾蘭佬：對了，我真的。我真的很怕高。"
3E997F12,"派克：為什麼？"
3E997F13,"愛爾蘭佬：就我小時候。我哥有精神疾病，我六歲時他把我抓著吊在窗外。有六樓高。"
3E997F14,"派克：你說真的？"
3E997F15,"愛爾蘭佬：真的。我從那時起就一直沒克服懼高症。"
3E997F16,"派克：老天，愛爾蘭佬。對，換成我到了那時候也會嚇死了。"
3E997F17,"愛爾蘭佬：真是的。你真的…女人跟你處得怎麼樣？"
3E997F2F,"派克：我嗎？我在家鄉有個女友，可是…不知道，我已經好幾個月沒跟她聯絡了。"
3E997F30,"愛爾蘭佬：對，我真的很想我老婆。"
3E997F31,"派克：你有小孩嗎？"
3E997F32,"愛爾蘭佬：對，有三個。"
3E997F33,"派克：三個小孩？"
3E997F34,"愛爾蘭佬：兩個男的一個女的。"
3E997F35,"派克：真的？"
3E997F36,"愛爾蘭佬：沒錯。"
3E997F37,"派克：我都不知道。你居然是爸爸了。"
3E997F38,"愛爾蘭佬：對。兄弟，我跟你說。你知道我們這麼常出遠門。人在外面這裡。你會想念那些特別時刻。像是他們在你面前愈長愈大的樣子。"
3E997F50,"派克：所以我們才會在這裡。為了讓他們能長大。"
3E997F51,"愛爾蘭佬：我需要聽聽這種話。"
3E9BD2E3,"爆破物"
3E9E1921,"FIM-92刺針飛彈大師狗牌"
3EABB2E0,"RED PIPE"
3EB1A2B6,"伺服器訊息"
3EB6B95C,"在一回合內取得霰彈槍勳帶1次"
3EB745BD,"在一回合內拉起或放下裡海邊境門"
3EBBD712,"透過戰鬥包取得"
3EBEBAD9,"捷徑裝備"
3EC11C89,"LIVE QA PROJECT MANAGER"
3EC14114,"戰鬥包16狗牌"
3EC503D2,"動作感應器"
3ECED70A,"運河終幕"
3EE3C426,"代表柬埔寨的狗牌"
3EE48339,"在叢林計劃中體驗大型征服"
3EE92E28,"柬埔寨"
3EF7C679,"完成中土之王任務"
3EF90D31,"DICE TECHNICAL ANIMATOR"
3EFD307B,"中土之王狗牌"
3EFFEDCF,"水上摩托車部署"
3F03FAE2,"蒐集武器"
3F0BD52A,"指揮官模式"
3F0DEC94,"背景顯示度"
3F245976,"炸毀塔什水壩來淹沒城市就能消滅俄羅斯軍隊。"
3F301495,"漢娜：看來安全！"
3F301496,"愛爾蘭佬：你沒看見敵人不代表他們沒有潛伏在我們之間。"
3F301497,"派克：這場暴風雨真恐怖。你們常看見這種東西嗎？"
3F301498,"愛爾蘭佬：沒錯。"
3F301499,"派克：他媽的，簡直是地獄！"
3F30149A,"愛爾蘭佬：在坦克後面躲好。"
3F30149B,"派克：大家沒事吧？漢娜？愛爾蘭佬？"
3F30149C,"愛爾蘭佬：我很好。"
3F30149D,"漢娜：一切都好，我們趁還有暴風雨掩護趕快前進吧。"
3F3014B5,"漢娜：他們把我們突擊部隊打得落花流水。"
3F3014B6,"愛爾蘭佬：漢娜，這我們自己他媽的看得見。"
3F3014B7,"漢娜：瑞克，我們可以行動。"
3F3014B8,"愛爾蘭佬：我眼睛還沒出毛病。"
3F3014B9,"派克：愛爾蘭佬，別這樣。"
3F3014BA,"派克：他們快把他們全殺光了！"
3F3014BB,"愛爾蘭佬：瑞克，快把望遠鏡拿出來！把那些混蛋轟了！"
3F3014BC,"派克：我們得趕快下去！"
3F3014BD,"愛爾蘭佬：右翼！"
3F3014BE,"派克：右翼的機槍！"
3F3014D6,"愛爾蘭佬：你右方！"
3F3014D7,"派克：在左方！"
3F3014D8,"愛爾蘭佬：他媽的左翼！"
3F3014D9,"愛爾蘭佬：左翼！左翼！"
3F3014DA,"派克：橋下有一個！"
3F3014DB,"愛爾蘭佬：正前方！在甲板底下！"
3F3014DC,"愛爾蘭佬：大家幹得好。"
3F3014DD,"愛爾蘭佬：漢娜，輪不到你發號施令。我們說話，你只管聽就好。知不知道？"
3F3014DE,"漢娜：只是想幫忙而已。"
3F3014DF,"愛爾蘭佬：那就少說點話。"
3F3014F7,"漢娜：是。"
3F3018D5,"愛爾蘭佬：推進！推進！"
3F3018D6,"鐵砧2：信差，這裡是鐵砧2。我們正在尋找你們的位置。進城的道路受敵方控制，收到了嗎？"
3F3018D7,"鐵砧2：信差，這裡是鐵砧2。我們正在尋找你們的位置。進城的道路受敵方控制，收到了嗎？"
3F3018D8,"派克：這無線電沒反應。"
3F3018D9,"愛爾蘭佬：瑞克，瞄準那些混蛋！"
3F3018DA,"愛爾蘭佬：把望遠鏡拿出來。看看我們要面對什麼敵人！"
3F3018DB,"愛爾蘭佬：媽的玩具對講機，他們非換個好的通訊設備不可！"
3F3B2CA2,"30MM機砲"
3F3BF27C,"漢娜：瑞克，你還好嗎？"
3F3BF27D,"愛爾蘭佬：船上都是敵人，讓我們殺出條血路！"
3F3BF27E,"漢娜：快點！沒時間了！"
3F3BF27F,"加里森：堡壘呼叫。我們船上有敵人。請求協助！"
3F3BF280,"加里森：墓碑，我們這裡有敵人來襲。非走不可！盡你們所能！"
3F3BF281,"瑞克，快點！我從那架爛飛機跳下來可不是為了讓張將軍贏。"
3F3BF282,"愛爾蘭佬：該死，保持淨空！"
3F3BF283,"愛爾蘭佬：媽的！我真希望加里森不在那裡！"
3F3C030A,"檢視選項"
3F3FCF36,"僅限於有管理員權限的伺服器"
3F44FED8,"獲得復仇者勳帶50次"
3F475FAA,"伺服器已重新啟動 "
3F4A68DA,"復仇者勳章"
3F596E33,"指揮官空位已滿"
3F7235DA,"所有《裝甲之怒》地圖可進行裝甲優勢模式。"
3F7642F4,"散發紅外線反射粒子能誤導來襲的導彈並與雷射鎖定。"
3F7EA8B3,"代表莫三比克的狗牌"
3F8412B5,"莫三比克"
3F87210F,"沙漠巡邏車"
3F8BF448,"設定伺服器2/2"
3F8EA40C,"「再次進擊」槍神"
3F90DC38,"雷射導引"
3F91759F,"偵察兵勤務之星"
3F91B9E7,"DICE STORY BY"
3F922589,"配對錯誤"
3F9ADE44,"遊戲時間"
3FA53B5D,"偵察直昇機勤務之星"
3FA5961C,"使用Groza-1擊殺100人"
3FA5961F,"使用Groza-4擊殺100人"
3FAB0C32,"0"
3FAB0C33,"1"
3FAB0C34,"2"
3FAB0C35,"3"
3FAB0C36,"4"
3FAB0C37,"5"
3FAB0C38,"6"
3FAB0C39,"7"
3FAB0C3A,"8"
3FAB0C3B,"9"
3FAB0C43,"A"
3FAB0C44,"B"
3FAB0C45,"C"
3FAB0C46,"D"
3FAB0C47,"E"
3FAB0C48,"F"
3FAB0C49,"G"
3FAB0C4A,"H"
3FAB0C4B,"I"
3FAB0C4C,"J"
3FAB0C4D,"K"
3FAB0C4E,"L"
3FAB0C4F,"M"
3FAB0C50,"N"
3FAB0C51,"O"
3FAB0C52,"P"
3FAB0C53,"Q"
3FAB0C54,"R"
3FAB0C55,"S"
3FAB0C56,"T"
3FAB0C57,"U"
3FAB0C58,"V"
3FAB0C59,"W"
3FAB0C5A,"X"
3FAB0C5B,"Y"
3FAB0C5C,"Z"
3FB42BC7,"無次要"
3FB669C7,"使用任何突擊步槍擊殺7人"
3FB669C8,"接受治療11次"
3FC25D4F,"槍砲士官長II"
3FC3FFA2,"1 [40mm煙霧彈]"
3FC47032,"6 [.357麥格農]"
3FC4765F,"6 [.44麥格農]"
3FC88248,"使用任何一種卡賓步槍擊殺7人"
3FC88249,"維修16次"
3FC9C9D3,"以這高級狗牌炫耀你的地位！"
3FCC8C7B,"打開發電機"
3FCF33D5,"高級狗牌"
3FD169B8,"斑點海軍"
3FD45EF2,"開啟能與小隊通話的功能"
3FDA9AC9,"使用任何一種狙擊槍擊殺7人"
3FDA9ACA,"讓4名小隊隊員在你位置重生"
3FDB8AF2,""
3FDF11A5,"素面海軍"
3FE26CF2,"25MM"
3FE3706F,"40MM"
3FECB34A,"使用任何一種輕機槍擊殺7人"
3FECB34B,"補給16次"
3FF67E55,"突破重圍"
3FFECBCB,"在一回合內，用地面載具殺死7名敵人"
3FFECBCC,"用任何一種地面載具摧毀25輛載具"
3FFF3E50,"擲出的動作感應器可偵測半徑25m內敵軍行動，並在部署後14秒內回報給你隊伍的小地圖。"
40020F90,"全部"
40021507,"購買"
40021AF5,"{0:d}天"
40021C4A,"下載包"
40023918,"擊殺/死亡"
400242F7,"地圖包"
40025CA7,"得分/分鐘"
400274C8,"是"
400B717C,"啟動新伺服器"
4010E44C,"在一回合內，用任何一種飛機殺敵7人"
4010E44D,"用任何一種飛機摧毀25輛載具"
4011E320,"操作直升機時反轉Y軸。"
401E5A64,"<Undefined in HAL>"
4022FCCD,"使用快速攻擊船隻擊殺5人"
4022FCCE,"獲得船隻勳帶10次"
4027F959,"小花秋天"
4031FD70,"離開載具"
4035154E,"使用任何一種卡賓步槍擊殺7人"
4035154F,"獲得卡賓步槍勳帶10次"
4036DB36,"視點向右"
4037C900,"向右偏擺"
40385302,"派克：喂！"
40385303,"派克：小心那輛車！"
40385304,"派克：媽的他被困住了。"
40385305,"愛爾蘭佬：好。"
40385306,"漢娜：你沒事的。"
40385307,"愛爾蘭佬：幫我把這東西搬開。"
40385308,"漢娜：在試了。"
40385309,"愛爾蘭佬：可惡的橋。用力推！"
4038530A,"漢娜：好，他動了，他的手出來了。"
40385322,"派克：有目標！"
40385323,"派克：三個目標，轟了他們！"
403A8C37,"小隊加入設定"
403D197E,"-. Placeholder .-G18-. Placeholder .-"
403D393C,"CHARLIE"
40445E48,"返回"
404579E8,"{0:d}天"
40460589,"容易"
404610FD,"編輯"
4046D859,"免費"
4046D9AB,"來自{0:s}"
40472DCF,"使用任何PDW防衛槍擊殺7人"
40472DD0,"獲得PDW防衛槍勳帶10次"
4047AA76,"困難"
4047E675,"小時"
4048FDA7,"加入"
404971F2,"裝備"
404CEDDA,"離開"
404D25C3,"階級"
404DC2E1,"我的戰士"
404DDC0E,"跳過"
404E0151,"勤務之星"
4059129E,"斑點都會"
4060819E,"小隊軍備"
40618425,"無效"
406333D8,""
40660ECD,"使用SUAV擊殺一名敵人"
4066BA8B,"素面都會"
406E3001,"區域掃描"
407044C4,"飛彈護盾"
40756720,"30mm機砲，射速較低但對其他飛機和輕裝甲造成傷害較大。"
407C35A7,"社群行動（步兵）"
40811D1A,"遊戲資料安裝中，請不要關閉PlayStation®3 系統。當儲存系統讀取指示燈在閃爍時，表示資料正在存檔，請不要在此時關掉電源。"
